cement,slag,ash,water,superplastic,coarseagg,fineagg,strength,age_3.0,age_7.0,age_14.0,age_28.0,age_56.0,age_90.0,age_91.0,age_100.0,age_120.0,age_129.5,age_nan
0.0897260273972603,0.5950877192982457,0.0,0.7257604562737644,0.0,0.4965116279069766,0.41194507399013447,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.15273972602739727,0.1184561403508772,0.6211894052973513,0.29610266159695847,0.43200000000000005,0.8133720930232556,0.5391281162511664,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.3378995433789954,0.0,0.4782608695652174,0.5727186311787074,0.22,0.4531976744186046,0.7124383415544592,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.3744292237442922,0.32,0.0,0.9586501901140685,0.0,0.3808139534883721,0.20263964804692697,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.12054794520547948,0.5148070175438597,0.0,0.6288022813688215,0.364,0.7162790697674422,0.27383015597920274,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.3493150684931507,0.0,0.0,0.6164448669201522,0.0,0.2581395348837208,0.9358752166377812,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
0.14794520547945209,0.7023157894736842,0.0,0.7257604562737644,0.0,0.5075581395348838,0.26289828022930267,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.3410958904109589,0.0,0.5912043978010995,0.5831749049429659,0.256,0.6610465116279073,0.4364751366484468,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
0.4429223744292237,0.0,0.0,0.6164448669201522,0.0,0.8255813953488372,0.4559392081055857,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.12100456621004566,0.5164912280701754,0.7146426786606697,0.6354562737642586,0.36,0.22965116279069767,0.2799626716437807,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.11369863013698633,0.4999298245614035,0.6931534232883558,0.38355513307984807,0.732,0.41569767441860467,0.2682309025463271,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.16210045662100456,0.3256140350877193,0.0,0.6164448669201522,0.0,0.42383720930232544,0.7007065724570053,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.6461187214611872,0.0,0.0,0.5594106463878328,0.0,0.4796511627906977,0.45060658578856133,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.3093607305936073,0.6666666666666666,0.0,0.9586501901140685,0.0,0.3808139534883721,0.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.14840182648401826,0.5249122807017544,0.974512743628186,0.5499049429657796,0.28,0.2819767441860465,0.11198506865751227,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.25525114155251144,0.27536842105263154,0.12243878060969515,0.5185361216730038,0.268,0.7703488372093024,0.5105985868550857,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
0.3093607305936073,0.6666666666666666,0.0,0.9586501901140685,0.0,0.3808139534883721,0.0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.5342465753424658,0.0,0.0,0.5213878326996199,0.12,0.5377906976744186,0.59458738834822,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.20251141552511412,0.0,0.6266866566716642,0.33222433460076056,0.312,0.8401162790697675,0.5599253432875614,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.48105022831050226,0.0,0.0,0.48431558935361224,0.32,0.5776162790697675,0.6084522063724835,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.2915525114155251,0.0,0.5907046476761619,0.6468631178707225,0.244,0.6601744186046509,0.4362085055325955,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.2876712328767123,0.9602807017543861,0.0,0.5565589353612167,0.0,0.44999999999999984,0.2141047860285293,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.3059360730593607,0.44070175438596493,0.0,0.6164448669201522,0.0,0.49883720930232567,0.4135448606852418,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0684931506849315,0.5810526315789474,0.8045977011494253,0.4928707224334602,0.2,0.19186046511627908,0.37861618450873197,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.5228310502283106,0.0,0.0,0.6164448669201522,0.0,0.6511627906976745,0.6052526329822687,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.4748858447488584,0.4014035087719298,0.0,0.3883079847908747,0.4,0.32848837209302323,0.5599253432875614,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.4611872146118721,0.21333333333333335,0.0,0.9586501901140685,0.0,0.3808139534883721,0.20263964804692697,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
0.7374429223744292,0.2983859649122807,0.0,0.25047528517110285,0.66,0.14854651162790705,0.7814958005599251,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
0.14634703196347032,0.0,0.8160919540229886,0.46910646387832716,0.18,0.7488372093023253,0.49620050659911996,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.3493150684931507,0.27789473684210525,0.3848075962018991,0.5879277566539926,0.24,0.3430232558139535,0.41327822956939053,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.541095890410959,0.0,0.0,0.6639733840304184,0.0,0.48546511627906974,0.49860018664178085,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.8515981735159818,0.0,0.0,0.9586501901140685,0.0,0.3808139534883721,0.0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.09977168949771686,0.4844912280701754,0.0,0.5204372623574146,0.136,0.5372093023255813,0.5940541261165174,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.4817351598173516,0.4070175438596491,0.0,0.0,0.32,0.5784883720930233,0.607918944140781,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.5228310502283106,0.0,0.0,0.6164448669201522,0.0,0.6511627906976745,0.6052526329822687,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
0.1735159817351598,0.3643508771929825,0.592703648175912,0.5014258555133082,0.14400000000000002,0.5997093023255813,0.4074123450206636,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.14383561643835616,0.0,0.7176411794102948,0.3483840304182512,0.0,0.5947674418604652,0.8182908945473932,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.39999999999999997,0.2745263157894737,0.12243878060969515,0.318916349809886,0.44799999999999995,0.7578488372093024,0.5025996533795491,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.5091324200913242,0.0,0.0,0.5403992395437264,0.0,0.7616279069767442,0.5039328089588052,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.14840182648401826,0.21164912280701756,0.8345827086456772,0.3502851711026618,0.316,0.5997093023255813,0.469537395013998,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.21164383561643832,0.0,0.5022488755622189,0.40922053231939165,0.3,0.5726744186046512,0.8206905745900541,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
