ph,Solids,Chloramines,Turbidity,Potability,Organic_carbon_ph,chloramines_hardness,trihalomethanes_solids
0.6573391438942537,0.4874640041050189,0.6180118745505168,0.6552775951181644,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.7557987337355838,0.3967125560823011,0.4277278404227819,0.5247640990072964,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.3103717695414537,0.6386689039417268,0.5532983754195522,0.1675713645733336,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.8994825238923276,0.6386920174678968,0.5493410349455938,0.1942731269974331,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.6978529851674722,0.2999521684658969,0.1782152685687434,0.6016890815757325,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
1.0,0.565334569007435,0.746047712372135,0.5944143033149287,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.5359401720283837,0.7218827774318501,0.5540319876062192,0.4274653596464332,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.5053638800076534,0.4136034042552267,0.057839314728339,0.376424972392806,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.4072731304916409,0.915377294064228,0.8155326976100052,0.5957782259493674,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.7671417658656583,0.5329114697887695,0.4728090773321275,0.6257875214035877,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.5372619512248907,0.5686104285543278,0.1618200978983017,0.1677106524975973,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.4470070518604467,0.6879978212945052,0.3412067693796408,0.4480689621597435,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.2870366673225661,0.3807076565929715,0.869276528710377,0.7014812074168078,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.4284952638180442,0.4694973020212797,0.6949445689149474,0.790132801917278,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.0387805058807466,0.7437235776387601,0.7089335560701941,0.550532679154339,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.5131882837359045,0.3341940573084975,0.3583025960486701,0.7637269595906755,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.9260736312473824,0.4943943159165092,0.6308639710227735,0.7562903182195297,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.5427340764705293,0.7242021658220855,0.4653828252090395,0.3092155254566388,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.2509157374916295,0.4335924660430163,0.3666089443520652,0.4839887823698621,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.0637386683844759,0.5488793730299787,0.3008972807563209,0.3808084948022583,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.7780138640404095,0.5473438198988649,0.3728857082638513,0.5834401142756271,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.2783568555961093,0.3670544492539271,0.6097723869383425,0.6095608668197134,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.5086583823983696,0.6393800257837945,0.4613672447924802,0.7858205685731339,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.8609889894942955,0.2168679028217464,0.4699484728584638,0.6698769192100604,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.4842919738850274,0.2303758717333672,0.1655985212254359,0.3174857415982849,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.9577748391491496,0.3468316424703522,0.3049815565871982,0.5070148507628915,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.7132682047256862,0.4766308720407743,0.2225043683494291,0.4189428164550225,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.5929485104496778,0.2626907309456391,0.2598903545946857,0.1411092629976927,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.4460263463708346,0.4392369927951899,0.2282862684235452,0.446274989229869,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.7627787133103192,0.2606027089960732,0.5137915391102665,0.4586360876233841,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.9422563792026362,0.4821896496519944,0.4836608677226107,0.4987438870402442,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.6832461222374155,0.6393645145230413,0.6461225511567357,0.493067473277785,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.2361360552024242,0.5392591160941896,0.513712211666729,0.6156572877883524,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.0973156162545743,0.7149672963475184,0.484111142163626,0.4841752186708709,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.4128701900027578,0.4638082593993006,0.2804247017468733,0.4890944347200933,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.243588547152562,0.7762811075201281,0.7342331883179665,0.7679216691072488,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.5233588005560831,0.5536580926933479,0.3384793472888563,0.4213538703547758,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.5105242887067526,0.1442882422212983,0.0826196513068697,0.4799350441799601,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.3256942325287566,0.7392036279967042,0.4911129643991466,0.5442005709918711,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.3907672482929801,0.4299941921027254,0.4963910156825878,0.8195848381660114,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.0476028236192234,0.510183058391145,0.4623295753665971,0.4511129894596677,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.0740067953225664,0.8456625753610705,0.4450828896136289,0.4275940473110863,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.4209519583387731,0.5424983765674746,0.3283966033591088,0.1048062829520895,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.5303744119794956,0.7095439062512883,0.8451497065841509,0.3911845188708626,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.5420785664353767,0.2077058427586069,0.4226111705350312,0.4534243025004038,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.3602305967738303,0.6054027832567904,0.5663464638178541,0.2700980501178845,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.4133787679999605,0.5281025098810361,0.2492527224329379,0.5521403748773352,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.460036742055015,0.6029629887523601,0.5960817263989424,0.7231180165776301,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.8607383520170455,0.4751492946823845,0.4595826496083482,0.3622237483456307,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.8907950060471661,0.2770425404717623,0.4413791900879755,0.7433630139889531,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.7087568852453032,0.635509327825818,0.3999088060641895,0.166467912706758,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.7474903800148149,0.6210638877957501,0.4329825700836279,0.0401289585303034,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.4842294258182121,0.2536043874539107,0.2955416579623131,0.4250078151510405,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.3810673271530629,0.5923698627290465,0.5586226958452414,0.8275111455816995,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.5000374545085395,0.5291382823883024,0.3818452558833042,0.687272830549118,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.2982115887466291,0.4754834798070907,0.6341232690930976,0.7585238830875334,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.516249597801148,0.5460889369072772,0.3844402327105704,0.4387233601288925,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.7666732298581305,0.4616257146663361,0.5760876483140023,0.2969927165929832,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.1436135614135855,0.541087535246817,0.5340076518280079,0.4514171948626806,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.6839270982480676,0.2587270465200577,0.54560516931188,0.7623490135060098,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.6794071929607535,0.5092873856638067,0.6446111383689037,0.4777348366258432,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.7261104417266746,0.2090128969028315,0.6047642597878036,0.8667023215982255,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.3756430514970635,0.6168363619765747,0.4147084878988956,0.5017317966496753,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.6704430227371581,0.2901994586026125,0.1071772274126276,0.4982234228751398,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.6013619316567668,0.2783430407424732,0.5228900348514558,0.5633065285793488,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.582245095752513,0.8123127898104696,0.6591985646905463,0.4422080512620938,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.0315468847389568,0.4472875356773381,0.6822204045643512,0.2238816399090444,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.5134901087361045,0.3095874928561314,0.7374054496088869,0.6478278592203208,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.8852764642886937,0.3372286538127362,0.2825745986092057,0.3717123538170312,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.4745905653307732,0.6091233400590177,0.4962725934160051,0.4664425656004226,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.6870639599956139,0.6424821746254054,0.5882247166907109,0.4535340695081799,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.9102261247863002,0.6140580359588954,0.7253009859785617,0.3385506984321664,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.5372663660592595,0.55251364254728,0.8138640102344397,0.6043207823542427,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.4274887337790435,0.3766745678408618,0.384379028553745,0.4007080431150336,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.4449404616301117,0.2378798338384165,0.0759011379004541,0.4629782477216157,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.2404987556886688,0.7784799599318133,0.500040699345264,0.3290918454840761,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.479053629048643,0.3965820829542025,0.2226555039312377,0.1799559308258414,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.6142799342056897,0.7155350047290862,0.8162924345870304,0.4014986057102637,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.373126425723901,0.8006314800330918,0.6269604327783604,0.5545831675561863,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.3939594370008773,0.6252053347849338,0.5011676809192409,0.6269765321763883,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.3712242872207305,0.3247338097325813,0.5456548316240792,0.3815118359707407,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.6335729145806162,0.6181240602604107,0.737092557902512,0.3568090973194199,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.8154976476887121,0.2857924404557512,0.3364124839197227,0.4511376229341099,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.6384240596804742,0.6025581119412341,0.5177692002269476,0.5752822624644256,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.467989535247365,1.0,0.3763002367281713,0.2778243859026352,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.5994932638986388,0.5577075797019778,0.6009025273094324,0.5442296158366018,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.2318647637096967,0.4826186199237938,0.3904917440693399,0.3707703494868217,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.389517845494684,0.2947963942126496,0.3362071636751555,0.400831380882775,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.8417606964071209,0.1831176133941708,0.6545379520853576,0.6571127810877635,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.8241645382711744,0.5239333662231829,0.4754149521541405,0.7239458422609151,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.5705940009868754,0.3592648669981222,0.849615114977412,0.2541627870120881,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.3341293701374009,0.5524149441691888,0.4257984109054986,0.6694648529412766,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.4368186633644526,0.3894805754825914,0.1710811586896055,0.6428228004323466,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.210963119744176,0.2973605044884597,0.7334797461486862,0.6057465187553221,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.4783406448266143,0.4419206192233774,0.5227925574915482,0.0650479772783169,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.5823469127067569,0.479588439136747,0.3983665746624847,0.4412181012620745,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.7348302889433016,0.5055008544961126,0.6796991975232998,0.6489346403209795,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.3895918144808779,0.3827791241806176,0.6375853482695943,0.5859412922605951,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.3794863108051221,0.2088226570462734,0.5637451364840413,0.6564687328220613,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.5292626775588959,0.3208110409968566,0.6238573201649682,0.4354390642055096,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.6984926190420442,0.5875584319737988,0.4806211388345668,0.8047980792086882,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.6365725172669185,0.2237649830763493,0.337381379177847,0.2491471227848452,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.6544130296616077,0.7839747564366777,0.4144445699333132,0.4963935703530044,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.5956586075735306,0.1656699102232534,0.2137123224509166,0.6458523773913538,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.1638734784924121,0.6412203994453926,0.7314779507145011,0.5977150531834554,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.5207164496445524,0.5271100466423978,0.5792631746363581,0.402481052534773,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.4733011108103,0.5345027013092135,0.2998441940199474,0.4654867392352572,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.3796401192593335,0.6890219478647606,0.7149657135740835,0.6522405766313091,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
0.606587280408101,0.6037020480673727,0.764026406682262,0.4268036741945453,0,0.0009067288291307,-0.0008934948115987,-0.0006150443844941
